Id,Scientific name,Interaction Type,Family ,Genus ,Specific epithet ,Plant,Scientific name authorship,Vernacular name,English vernacular name,Pollinators ref
526,Frieseomelitta doederleini,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L.,cajazeira,caja tree,"Carneiro, L.T.S. 2012. Ecologia da polinização de Spondias mombin L. (Anacardiaceae) e competição por exploração entre Apis mellifera africanizada e abelhas nativas (Hymenoptera: Apoidea). Dissertação de mestrado. Universidade Federal da Paraíba."
527,Frieseomelitta doederleini,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L.,cajazeira,caja tree,"Carneiro, L.T.S.; Martins, C.F. 2012. Africanized honey bees pollinate and preempt the pollen of Spondias mombin (Anacardiaceae) flowers. Apidologie 43: 474–486."
528,Frieseomelitta doederleini,Pollinates,Asteraceae,Helianthus,annuus,Helianthus annuus,L.,girassol,sunflower,"Cruz, D.O.; Freitas, B.M.; Rocha, E.E.M; Andrade, P.B.; Santos, R.C.; Rocha, R.F. 2010. COMPORTAMENTO E DIVERSIDADE DE ABELHAS EM CAPÍTULOS DE GIRASSOL (Helianthus annuus L.) NO LITORAL CEARENSE, REGIÃO NORDESTE DO BRASIL. Encontro sobre abelhas.Ribeirão Preto, p. 367."
529,Frieseomelitta doederleini,Pollinates,Lauraceae,Persea,americana,Persea americana,Mill.,abacate,avocado,Castro M.S. 2002. Bee fauna of some tropical and exotic fruits: Potencial pollinators and their conservation. In: Kevan P & Imperatriz-Fonseca VL (e)- Pollinating bees- The Conservation Link Between Agriculture and Nature-Mnistry of Enviroment/ Brasilia. p.275-288.
530,Frieseomelitta longipes,Pollinates,Lecythidaceae,Bertholletia,excelsa,Bertholletia excelsa,Bonpl,castanheira do brasil,brazil nut tree,"Freitas, B.M.; Cavalcante, M.C. 2008. Visitantes Florais e Polinização da Castanha do Brasil (Bertholletia excelsa) em Cultivo Comercial na Floresta Amazônica. Encontro sobre Abelhas. Ribeirão Preto, p.58-64."
531,Frieseomelitta varia,Pollinates,Solanaceae,Capsicum,annuum Cultivar Agronômico 13,Capsicum annuum Cultivar Agronômico 13,L.,pimentão,bell pepper,"Nascimento WM, Gomes EM, Batista EA, Freitas RA. 2012. Utilização de agentes polinizadores na produção de sementes de cenoura e pimenta doce em cultivo protegido. Horticultura Brasileira 30: 494-498."
532,Hexantheda missionica,Pollinates,Brassicaceae,Brassica,napus,Brassica napus,L.,canola,canola,"Witter, S.; Nunes-Silva, P.; Blochtein, B. 2014. Abelhas na polinização da canola : benefícios ambientais e econômicos. Porto Alegre : EDIPUCRS. 71 pp."
533,Hylaeus tricolor,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"Raw, A. 2000. Foraging Behaviour of Wild Bees at Hot Pepper Flowers (Capsicum annuum) and its Possible Influence on Cross Pollination. Annals of Botany 85: 487-492."
534,Megachile aureiventris,Pollinates,Fabaceae,Phaseolus,vulgaris,Phaseolus vulgaris,L..,feijão,bean,"Hoffmann M. 1995. Abelhas nativas (Hymenoptera, Apoidea) numa área agrícola no sul do Brasil e sua importância para a polinização de Phaseolus vulgaria. Iheringea Serie Zoologica. 79:129-133."
535,Megalopta amoena,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L.,cajazeira,caja tree,"Carneiro, L.T.S. 2012. Ecologia da polinização de Spondias mombin L. (Anacardiaceae) e competição por exploração entre Apis mellifera africanizada e abelhas nativas (Hymenoptera: Apoidea). Dissertação de mestrado. Universidade Federal da Paraíba."
536,Megalopta amoena,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L.,cajazeira,caja tree,"Carneiro, L.T.S.; Martins, C.F. 2012. Africanized honey bees pollinate and preempt the pollen of Spondias mombin (Anacardiaceae) flowers. Apidologie 43: 474–486."
537,Megalopta sodalis,Pollinates,Myrtaceae,Campomanesia,phaea,NA,(O. Berg) Landrum,cambuci,cambuci,Cordeiro et al. 2017. Plant biology 19: 132-176
538,Melipona fasciculata,Pollinates,Euphorbiaceae,Manihot,esculenta,Manihot esculenta,Crantz,mandioca,cassava,"Jordão, A.L.; Noronha, A.C.S. 2011. Visitantes Florais E Potenciais Polinizadores Da Mandioca (Manihot esculenta CRANTZ) Em Localidades Do Estado Do Amapá. In: Congresso Brasileiro De Mandioca, 14. Maceió."
539,Melipona fasciculata,Pollinates,Euphorbiaceae,Manihot,esculenta,Manihot esculenta,Crantz,mandioca,cassava,"Jordão, A.L.; Noronha, A.C.S. 2011. Visitantes Florais E Potenciais Polinizadores Da Mandioca (Manihot esculenta CRANTZ) Em Localidades Do Estado Do Amapá. In: Congresso Brasileiro De Mandioca, 14. Maceió."
540,Melipona fasciculata,Pollinates,Solanaceae,Capsicum,chinense,Capsicum chinense,Jacq.,pimenta malagueta,chili pepper,"PIRES, N. V. C. R. Efeitos da alimentação artificial protéica em colônias de uruçu-cinzenta (Melipona fasciculata, Smith 1858) (Apidae, Meliponini) e adaptação em casa-de-vegetação. 2009. 67 f. Dissertação (Mestrado) - Universidade Federal do Pará, Belém, PA."
541,Melipona fasciculata,Pollinates,Solanaceae,Solanum,melongena,Solanum melongena,L.,berinjela,eggplant,"PIRES, N. V. C. R. Efeitos da alimentação artificial protéica em colônias de uruçu-cinzenta (Melipona fasciculata, Smith 1858) (Apidae, Meliponini) e adaptação em casa-de-vegetação. 2009. 67 f. Dissertação (Mestrado) - Universidade Federal do Pará, Belém, PA."
542,Melipona fasciculata,Pollinates,Solanaceae,Solanum,melongena,Solanum melongena,L.,berinjela,eggplant,"Venturieri, G.C.; Contrera, F.A.L. Biodiversidade de Abelhas na Amazônia: os Meliponíneos e seu Uso na Polinização de Culturas Agrícolas. In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012. 244 p."
543,Melipona fasciculata,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"PIRES, N. V. C. R. Efeitos da alimentação artificial protéica em colônias de uruçu-cinzenta (Melipona fasciculata, Smith 1858) (Apidae, Meliponini) e adaptação em casa-de-vegetação. 2009. 67 f. Dissertação (Mestrado) - Universidade Federal do Pará, Belém, PA."
544,Melipona fasciculata,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Venturieri, G.C.; Contrera, F.A.L. Biodiversidade de Abelhas na Amazônia: os Meliponíneos e seu Uso na Polinização de Culturas Agrícolas. In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012. 244 p."
545,Melipona fasciculata,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L..,cajazeira,caja tree,"Venturieri, G.R.; Venturieri, G.C. 2010. Sistema reprodutivo e visitantes florais do taperebazeiro em Belém, PA, Brasil (Spondias mombin L. - Anacardiaceae). 14o Seminário de Iniciação Científica da EMBRAPA, p.1-4."
546,Melipona fasciculata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri GC. 2008. Floral biology and management of stingless bees to pollinate Assai Palm (Euterpe oleracea Mart., Arecaceae) in Eastern Amazon. In: Ministry of Environment. Pollinators management in Brazil, Ministry of Environment, Brasília, p. 10-13."
547,Melipona fasciculata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri GC. 2008. Floral biology and management of stingless bees to pollinate Assai Palm (Euterpe oleracea Mart., Arecaceae) in Eastern Amazon. In: Ministry of Environment. Pollinators management in Brazil, Ministry of Environment, Brasília, p. 10-13."
548,Melipona fasciculata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri GC. 2008. Floral biology and management of stingless bees to pollinate Assai Palm (Euterpe oleracea Mart., Arecaceae) in Eastern Amazon. In: Ministry of Environment. Pollinators management in Brazil, Ministry of Environment, Brasília, p. 10-13."
549,Melipona fasciculata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri, G.C.; Contrera, F.A.L. Biodiversidade de Abelhas na Amazônia: os Meliponíneos e seu Uso na Polinização de Culturas Agrícolas. In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012. 244 p."
550,Melipona fasciculata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri, G.C.; Pereira, C.A.B.; Rodrigues, S.T. MANEJO DE POLINIZADORES AUTÓCTONES DE AÇAIZEIRO (Euterpe oleraceae MART.) NA AMAZÔNIA ORIENTAL. In: ENCONTRO SOBRE ABELHAS, 7., 2006, Ribeirão Preto. Anais... Ribeirão Preto: USP, 2006."
551,Melipona fasciculata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri, G.C.; Pereira, C.A.B.; Rodrigues, S.T. MANEJO DE POLINIZADORES AUTÓCTONES DE AÇAIZEIRO (Euterpe oleraceae MART.) NA AMAZÔNIA ORIENTAL. In: ENCONTRO SOBRE ABELHAS, 7., 2006, Ribeirão Preto. Anais... Ribeirão Preto: USP, 2006."
552,Melipona fasciculata,Pollinates,Myrtaceae,Myrciaria,dubia,Myrciaria dubia,McVaugh,camu-camu,camu-camu,"Maués, M.M.; Couturier, G. 2002. Biologia floral e fenologia reprodutiva do camu-camu (Myrciaria dubia (H.B.K.) McVaugh, Myrtaceae) no Estado Pará, Brasil. Revista Brasil. Bot., V.25, p.441-448."
553,Melipona fasciculata,Pollinates,Solanaceae,Lycopersicum,esculentum,Lycopersicum esculentum,Mill.,tomate,tomato,"PIRES, N. V. C. R. Efeitos da alimentação artificial protéica em colônias de uruçu-cinzenta (Melipona fasciculata, Smith 1858) (Apidae, Meliponini) e adaptação em casa-de-vegetação. 2009. 67 f. Dissertação (Mestrado) - Universidade Federal do Pará, Belém, PA."
554,Melipona flavolineata,Pollinates,Malpighiaceae,Byrsonima,chrysophylla,Byrsonima chrysophylla,Kunth,murici pitanga,cherry murici,"Ribeiro, E.K.M., Rêgo, M.M.C., Machado, I.C.S., 2008. Cargas polínicas de abelhas polinizadoras de Byrsonima chrysophylla Kunth. (Malpighiaceae): fidelidade e fontes alternativas de recursos florais. Acta Botânica Brasilica 22, 165–171."
555,Melipona flavolineata,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L..,cajazeira,caja tree,"Venturieri, G.C.; Contrera, F.A.L. Biodiversidade de Abelhas na Amazônia: os Meliponíneos e seu Uso na Polinização de Culturas Agrícolas. In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012. 244 p."
556,Melipona flavolineata,Pollinates,Anacardiaceae,Spondias,mombin,Spondias mombin,L..,cajazeira,caja tree,"Venturieri, G.R.; Venturieri, G.C. 2010. Sistema reprodutivo e visitantes florais do taperebazeiro em Belém, PA, Brasil (Spondias mombin L. - Anacardiaceae). 14o Seminário de Iniciação Científica da EMBRAPA, p.1-4."
557,Melipona flavolineata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri GC. 2008. Floral biology and management of stingless bees to pollinate Assai Palm (Euterpe oleracea Mart., Arecaceae) in Eastern Amazon. In: Ministry of Environment. Pollinators management in Brazil, Ministry of Environment, Brasília, p. 10-13."
558,Melipona flavolineata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri GC. 2008. Floral biology and management of stingless bees to pollinate Assai Palm (Euterpe oleracea Mart., Arecaceae) in Eastern Amazon. In: Ministry of Environment. Pollinators management in Brazil, Ministry of Environment, Brasília, p. 10-13."
559,Melipona flavolineata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri GC. 2008. Floral biology and management of stingless bees to pollinate Assai Palm (Euterpe oleracea Mart., Arecaceae) in Eastern Amazon. In: Ministry of Environment. Pollinators management in Brazil, Ministry of Environment, Brasília, p. 10-13."
560,Melipona flavolineata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri, G.C.; Pereira, C.A.B.; Rodrigues, S.T. MANEJO DE POLINIZADORES AUTÓCTONES DE AÇAIZEIRO (Euterpe oleraceae MART.) NA AMAZÔNIA ORIENTAL. In: ENCONTRO SOBRE ABELHAS, 7., 2006, Ribeirão Preto. Anais... Ribeirão Preto: USP, 2006."
561,Melipona flavolineata,Pollinates,Arecaceae,Euterpe,oleracea,Euterpe oleracea,Mart.,açaizeiro,açai tree,"Venturieri, G.C.; Pereira, C.A.B.; Rodrigues, S.T. MANEJO DE POLINIZADORES AUTÓCTONES DE AÇAIZEIRO (Euterpe oleraceae MART.) NA AMAZÔNIA ORIENTAL. In: ENCONTRO SOBRE ABELHAS, 7., 2006, Ribeirão Preto. Anais... Ribeirão Preto: USP, 2006."
562,Melipona flavolineata,Pollinates,Myrtaceae,Myrciaria,dubia,Myrciaria dubia,McVaugh,camu-camu,camu-camu,"Venturieri, G.C.; Contrera, F.A.L. Biodiversidade de Abelhas na Amazônia: os Meliponíneos e seu Uso na Polinização de Culturas Agrícolas. In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012. 244 p."
563,Melipona flavolineata,Pollinates,Arecaceae,Euterpe,"oleraceae, var BRS-Pará","Euterpe oleraceae, var BRS-Pará",NA,açaizeiro,açai tree,"Araújo, C.S.; Contrera, F.A.L.; Venturieri, G.C. 2012. the influence of temporal and weather variables on the flight activity of the stingless bee melipona flavolineata (apidae, meliponini) and its role as potential pollinator of the assai palm (euterpe oleracea, arecaceae. Encontro sobre abelhas. Ribeirão Preto. p. 221."
564,Melipona melanoventer,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Maués-Venturieri, M.; Venturieri, G.C. Insetos visitantes e seu comportamento em inflorescências de urucuzeiro (Bixa orellana) em Belém-Pará. Belém, PA: EMBRAPA-CPATU, 1992, p.1-3."
565,Melipona melanoventer,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Venturieri GC, Duarte RS. 2006. Biologia Floral do Urucuzeiro (Bixa orellana-Bixaceae), no Estado do Pará, Brasil.  Anais do VII Encontro sobre Abelhas."
566,Melipona melanoventer,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Venturieri, G.C.; Contrera, F.A.L. Biodiversidade de Abelhas na Amazônia: os Meliponíneos e seu Uso na Polinização de Culturas Agrícolas. In: Ribeiro, M.F. (ed). Terceira Semana dos Polinizadores. 2010. Petrolina. Embrapa Semiárido, Documentos, 249. 2012. 244 p."
567,Melipona quadrifasciata,Pollinates,Rubiaceae,Coffea,arabica var. bourbon,Coffea arabica var. bourbon,B. Rodr.,café,coffee,"Nogueira-Neto, P.; Carvalho, A.; Antunes Filho, H. Efeito da exclusão dos insetos polinizadores na produção do café Bourbon. Bragantia vol.18 no.unico pp. 441-468, 1959."
568,Melipona quadrifasciata,Pollinates,Rosaceae,Malus,domestica,Malus domestica,Borkh.,maçã,apple,"Viana, BF; Silva, FO; Castagnino, G; Coutinho JG; Gramacho, KP; Garibaldi, LA. 2014. Stingless bees further improve apple pollinations and production. Journal of Pollination Ecology 14: 261-269."
569,Melipona quadrifasciata,Pollinates,Malpighiaceae,Malpighia,emarginata,Malpighia emarginata,DC.,acerola,acerola,"Vilhena, A.M.G.F., Augusto, S.C. (2007) Polinizadores da aceroleira Malpighia emarginata DC (Malpighiaceae) em área de cerrado no Triângulo Mineiro. Biosci. J. 23, 14–23."
570,Melipona quadrifasciata,Pollinates,Cucurbitaceae,Cucurbita,moschata var. Menina Brasileira,Cucurbita moschata var. Menina Brasileira,Duschene,abóbora,pumpkin,"Serra BDV, Campos LAO. 2010. Polinização entomófila de abobrinha, Cucurbita moschata (Cucurbitaceae). Neotropical Entomology 39:153-159."
571,Melipona quadrifasciata,Pollinates,Cucurbitaceae,Cucurbita,moschata var. Menina Brasileira,Cucurbita moschata var. Menina Brasileira,Duschene,abóbora,pumpkin,"Serra BDV, Campos LAO. 2010. Polinização entomófila de abobrinha, Cucurbita moschata (Cucurbitaceae). Neotropical Entomology 39:153-159."
572,Melipona quadrifasciata,Pollinates,Cucurbitaceae,Cucurbita,moschata var. Menina Brasileira,Cucurbita moschata var. Menina Brasileira,Duschene,abóbora,pumpkin,"Serra BDV, Campos LAO. 2010. Polinização entomófila de abobrinha, Cucurbita moschata (Cucurbitaceae). Neotropical Entomology 39:153-159."
573,Melipona quadrifasciata,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"BOTI, J.B. 2001. POLINIZAÇÃO ENTOMÓFILA DA GOIABEIRA (Psidium guajava L., Myrtaceae): INFLUÊNCIA DA DISTÂNCIA DE FRAGMENTOS FLORESTAIS EM SANTA TERESA, ESPÍRITO SANTO. Tese de doutorado. Universidade Federal de Viçosa. 70pp."
574,Melipona quadrifasciata,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"Guimarães, R.A. 2006. ABELHAS (HYMENOPTERA: APOIDEA) VISITANTES DAS FLORES DE GOIABA (Psidium guajava L.), LARANJA (Citrus sinensis L.) E TANGERINA (Citrus reticulata B.) EM POMARES COMERCIAIS EM SALINAS – MG. Dissertação de mestrado. Universidade Estadual do Sudoeste da Bahia. Pp 85."
575,Melipona quadrifasciata,Pollinates,Myrtaceae,Psidium,guajava,Psidium guajava,L.,goiaba,guava,"Guimarães, R.A.; Pérez-Maluf, R.; Castellani, M.A. Abelhas (Hymenoptera: apoidea) visitantes das flores de goiaba em pomar comercial in Salinas, MG. Bragantia vol.68 no.1 pp. 23-27. Campinas  2009"
576,Melipona quadrifasciata,Pollinates,Solanaceae,Capsicum,frutescens,Capsicum frutescens,L.,pimenta malagueta silvestre,wild chili pepper,"Cruz, D.O.; Campos, L.A.O. 2010. AVALIAÇÃO DA EFICIÊNCIA DE Melipona quadrifasciata Lepeletier, 1836 NA POLINIZAÇÃO DE PIMENTA MALAGUETA (Capsicum frutescens L.) SOB CONDIÇÕES DE CULTIVO PROTEGIDO. Encontro sobre abelhas. Ribeirão Preto. P. 372."
577,Melipona quadrifasciata,Pollinates,Solanaceae,Capsicum,annuum,Capsicum annuum,L.,pimentão,bell pepper,"Roselino AC. 2005. Polinização em culturas de pimentão- Capsicum annuum por Melipona quadrifasciata anthidioides e Melipona scutellaris e de morango- Fragraria x ananassapor Scaptotrigona aff. depilis e Nannotrigona testaceicornis (Hymenoptera, Apidae,  Meliponini). Dissertação FFCLH Ribeirão Preto-USP."
578,Melipona quadrifasciata,Pollinates,Bixaceae,Bixa,orellana,Bixa orellana,L.,urucum,annatto,"Costa AJC. 2005. Abelhas (Hymenoptera:Apoidea) visitantes das flores de Urucum (Bixa orellana L.), em Vitória da Conquista-BA. Dissertação apresentada à Universidade Estadual da Bahia. Vitória da Conquista-Bahia-Brasil."
579,Melipona quadrifasciata,Pollinates,Solanaceae,Lycopersicum,esculentum,Lycopersicum esculentum,Mill.,tomate,tomato,"Bispo dos Santos AS, Roselino AC. Hrncir M, Bego LR. 2009. Pollination of tomatoes by the stingless bee Melipona quadrifasciata and honey bee Apis mellifera (Hymenoptera, Apidae). Genetcis and Molecular Research 8:751-757."
580,Melipona quadrifasciata,Pollinates,Solanaceae,Solanum,licopersicum,Solanum licopersicum,NA,tomate,tomato,Deprá et al. 2014. Journal of Pollination Ecology 12: 1-8.
581,Melipona quinquefasciata,Pollinates,Solanaceae,Solanum,licopersicum,Solanum licopersicum,NA,tomate,tomato,"Silva-Neto, C.M., Bergamini, L.L., Elias, M.A.S., Moreira, G.L., Morais, J.M., Bergamini, B.A.R., Franceschinelli, E.V. 2016. High species richness of native pollinators in Brazilian tomato crops. Braz J. Biol. On line version: http://dx.doi.org/10.1590/1519\-6984\.17515"
